identifier,digital resource locator,contributing repository,title,date created (W3CDTF),"date created (human readable, for approximate dates)",creator,rights,language,subject,type,extent,spatial,description,publisher,isPartOf,full text available (y/n)?,local data 1,local data 2,local data 3
131516836,https://catalog.archives.gov/id/131516836,National Archives at Philadelphia,Correspondence Relating to the Employment of Isabella Patterson,1863-08-18,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Isabella Patterson at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516837,https://catalog.archives.gov/id/131516837,National Archives at Philadelphia,Correspondence Relating to the Employment of Margaret Patterson,1863-08-01,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Margaret Patterson at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516838,https://catalog.archives.gov/id/131516838,National Archives at Philadelphia,Correspondence Relating to the Employment of Sarah Patterson,1863-07-28,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Sarah Patterson at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516839,https://catalog.archives.gov/id/131516839,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary A Peal,1863-08-25,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary A. Peal at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516840,https://catalog.archives.gov/id/131516840,National Archives at Philadelphia,Correspondence Relating to the Employment of Catherine Peale,1863-01-25,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,4,Philadelphia (Pa.),This file unit consists of recommendations for employment of Catherine Peale at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516841,https://catalog.archives.gov/id/131516841,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Pedan,1863-08-08,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Pedan at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516842,https://catalog.archives.gov/id/131516842,National Archives at Philadelphia,Correspondence Relating to the Employment of Elizabeth A Pedrick,1863-08-31,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Elizabeth A. Pedrick at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516843,https://catalog.archives.gov/id/131516843,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary L Pennington,1863-09-14,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary L. Pennington at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516844,https://catalog.archives.gov/id/131516844,National Archives at Philadelphia,Correspondence Relating to the Employment of Evaline Perkins,1863-07-28,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Evaline Perkins at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516845,https://catalog.archives.gov/id/131516845,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Perkins,1863-09-01,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Perkins at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516846,https://catalog.archives.gov/id/131516846,National Archives at Philadelphia,Correspondence Relating to the Employment of Catherine Perry,1863-07-31,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Catherine Perry at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516847,https://catalog.archives.gov/id/131516847,National Archives at Philadelphia,Correspondence Relating to the Employment of Sarah Jane Perry,1863-07-11,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Sarah Jane Perry at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516848,https://catalog.archives.gov/id/131516848,National Archives at Philadelphia,Correspondence Relating to the Employment of Jane Peterson,1863-07-27,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Jane Peterson at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516849,https://catalog.archives.gov/id/131516849,National Archives at Philadelphia,Correspondence Relating to the Employment of Margaret Petrouskie,1863-12-07,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Margaret Petrouskie at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516850,https://catalog.archives.gov/id/131516850,National Archives at Philadelphia,Correspondence Relating to the Employment of Catherine Phillips,1863-08-21,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Catherine Phillips at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516851,https://catalog.archives.gov/id/131516851,National Archives at Philadelphia,Correspondence Relating to the Employment of Elizabeth Phillips,1863-08-03,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Elizabeth Phillips at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516852,https://catalog.archives.gov/id/131516852,National Archives at Philadelphia,Correspondence Relating to the Employment of Jane Phillips,1863-09-14,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Jane Phillips at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516853,https://catalog.archives.gov/id/131516853,National Archives at Philadelphia,Correspondence Relating to the Employment of Sarah Jane Phillips (Philips)                    ,1863-07-30,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Sarah Jane Phillips (Philips) at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516854,https://catalog.archives.gov/id/131516854,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary A Pickford,1863-09-02,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary A. Pickford at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516855,https://catalog.archives.gov/id/131516855,National Archives at Philadelphia,Correspondence Relating to the Employment of Elizabeth Pierson,1863-09-10,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Elizabeth Pierson at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516856,https://catalog.archives.gov/id/131516856,National Archives at Philadelphia,Correspondence Relating to the Employment of Annie Piper,1863-07-25,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Annie Piper at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516857,https://catalog.archives.gov/id/131516857,National Archives at Philadelphia,Correspondence Relating to the Employment of Margaret Pitts,1863-07-31,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Margaret Pitts at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516858,https://catalog.archives.gov/id/131516858,National Archives at Philadelphia,Correspondence Relating to the Employment of Kate H Platt,1863-12-14,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Kate H. Platt at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516859,https://catalog.archives.gov/id/131516859,National Archives at Philadelphia,Correspondence Relating to the Employment of Martha W Platt,1863-10-11,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Martha Platt at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516860,https://catalog.archives.gov/id/131516860,National Archives at Philadelphia,Correspondence Relating to the Employment of Margaret Powell,1863-07-27,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Margaret Powell at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516861,https://catalog.archives.gov/id/131516861,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Powele,1863-09,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Powele at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516862,https://catalog.archives.gov/id/131516862,National Archives at Philadelphia,Correspondence Relating to the Employment of Hannah Pullen,1863-08-20,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Hannah Pullen at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516863,https://catalog.archives.gov/id/131516863,National Archives at Philadelphia,Correspondence Relating to the Employment of Elizabeth Pursglove,1863-07-28,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Elizabeth Pursglove at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516864,https://catalog.archives.gov/id/131516864,National Archives at Philadelphia,Correspondence Relating to the Employment of Cecelia Quaid,1863-09-16,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Cecelia Quaid at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516865,https://catalog.archives.gov/id/131516865,National Archives at Philadelphia,Correspondence Relating to the Employment of Elizabeth Quaid,1863-09-01,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Elizabeth Quaid at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516866,https://catalog.archives.gov/id/131516866,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Quigley,1863-07-25,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Quigley at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516867,https://catalog.archives.gov/id/131516867,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Quigley,1863-07-31,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Quigley at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516868,https://catalog.archives.gov/id/131516868,National Archives at Philadelphia,Correspondence Relating to the Employment of Susan Quinn,1863-08-04,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Susan Quinn at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516869,https://catalog.archives.gov/id/131516869,National Archives at Philadelphia,Correspondence Relating to the Employment of Alice Rafferty,1863-07-28,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Alice Rafferty at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516870,https://catalog.archives.gov/id/131516870,National Archives at Philadelphia,Correspondence Relating to the Employment of Susan Ramsey,1863-08-01,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Susan Ramsey at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516871,https://catalog.archives.gov/id/131516871,National Archives at Philadelphia,Correspondence Relating to the Employment of Annie Rankin,1863-09-01,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Annie Rankin at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516872,https://catalog.archives.gov/id/131516872,National Archives at Philadelphia,Correspondence Relating to the Employment of Julia Ransford; Julie Ransworth ,1863-08-26,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,4,Philadelphia (Pa.),This file unit consists of recommendations for employment of Julia Ransford and Julie Ransworth at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516873,https://catalog.archives.gov/id/131516873,National Archives at Philadelphia,Correspondence Relating to the Employment of Emily Reading,1863-12-18,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,4,Philadelphia (Pa.),This file unit consists of recommendations for employment of Emily Reading at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516874,https://catalog.archives.gov/id/131516874,National Archives at Philadelphia,Correspondence Relating to the Employment of Elizabeth Redmond,1863-08-27,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,5,Philadelphia (Pa.),This file unit consists of recommendations for employment of Elizabeth Redmond at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516875,https://catalog.archives.gov/id/131516875,National Archives at Philadelphia,Correspondence Relating to the Employment of Belinda Reed,1863-09-25,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Belinda Reed at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516876,https://catalog.archives.gov/id/131516876,National Archives at Philadelphia,Correspondence Relating to the Employment of Elizabeth Reever,1863-09-07,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Elizabeth Reever at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516877,https://catalog.archives.gov/id/131516877,National Archives at Philadelphia,Correspondence Relating to the Employment of Bridget Reilly,1863-09-05,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Bridget Reilly at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516878,https://catalog.archives.gov/id/131516878,National Archives at Philadelphia,Correspondence Relating to the Employment of Elizabeth Reilly,1863-10-26,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Elizabeth Reilly at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516879,https://catalog.archives.gov/id/131516879,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Reilly,1863-08-07,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Reilly at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516880,https://catalog.archives.gov/id/131516880,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Reilly,1863-09-17,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Reilly at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516881,https://catalog.archives.gov/id/131516881,National Archives at Philadelphia,Correspondence Relating to the Employment of Rose Ann Reilly,1863-10-29,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,4,Philadelphia (Pa.),This file unit consists of recommendations for employment of Rose Ann Reilly at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516882,https://catalog.archives.gov/id/131516882,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Reinsberger,1863-07-31,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,4,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Reinsberger at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516883,https://catalog.archives.gov/id/131516883,National Archives at Philadelphia,Correspondence Relating to the Employment of Jane Renshaw,1863-08-03,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,1,Philadelphia (Pa.),This file unit consists of recommendations for employment of Jane Renshaw at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516884,https://catalog.archives.gov/id/131516884,National Archives at Philadelphia,Correspondence Relating to the Employment of Eliza Ritchie,1863-08-12,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Eliza Ritchie at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516885,https://catalog.archives.gov/id/131516885,National Archives at Philadelphia,Correspondence Relating to the Employment of Ann Reynolds,1863-08-04,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Ann Reynolds at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516886,https://catalog.archives.gov/id/131516886,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Reynolds,1863-08-07,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Reynolds at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516887,https://catalog.archives.gov/id/131516887,National Archives at Philadelphia,Correspondence Relating to the Employment of Margaret Ribley,1863-08-27,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,6,Philadelphia (Pa.),This file unit consists of recommendations for employment of Margaret Ribley at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516888,https://catalog.archives.gov/id/131516888,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Rice,1863-08-10,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Rice at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516889,https://catalog.archives.gov/id/131516889,National Archives at Philadelphia,Correspondence Relating to the Employment of Rebecca Rice,1863-07-08,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Rebecca Rice at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516890,https://catalog.archives.gov/id/131516890,National Archives at Philadelphia,Correspondence Relating to the Employment of Matilda Richardson,1863-08-31,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Matilda Richardson at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516891,https://catalog.archives.gov/id/131516891,National Archives at Philadelphia,Correspondence Relating to the Employment of Amanda Rickards,1863-10-04,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Amanda Rickards at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516892,https://catalog.archives.gov/id/131516892,National Archives at Philadelphia,Correspondence Relating to the Employment of Ellen Rickeby,1863-08-05,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Ellen Rickeby at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516893,https://catalog.archives.gov/id/131516893,National Archives at Philadelphia,Correspondence Relating to the Employment of Ann Riley,1863-07-25,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Ann Riley at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516894,https://catalog.archives.gov/id/131516894,National Archives at Philadelphia,Correspondence Relating to the Employment of Sarah A. Riley,1863-08-31,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Sarah Riley at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516895,https://catalog.archives.gov/id/131516895,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Ringland,1863-08-06,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Ringland at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516896,https://catalog.archives.gov/id/131516896,National Archives at Philadelphia,Correspondence Relating to the Employment of Elizabeth Ritchie,1860-1865,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Elizabeth Ritchie at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516897,https://catalog.archives.gov/id/131516897,National Archives at Philadelphia,Correspondence Relating to the Employment of Margaret Roach,1863-08-19,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Margaret Roach at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516898,https://catalog.archives.gov/id/131516898,National Archives at Philadelphia,Correspondence Relating to the Employment of Anne Robb,1863-12-05,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Anne Robb at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516899,https://catalog.archives.gov/id/131516899,National Archives at Philadelphia,Correspondence Relating to the Employment of Hester Ann Roberts,1863-07-30,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Hester Ann Roberts at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516900,https://catalog.archives.gov/id/131516900,National Archives at Philadelphia,Correspondence Relating to the Employment of Rebecca Roberts,1863-08-25,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Rebecca Roberts at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516901,https://catalog.archives.gov/id/131516901,National Archives at Philadelphia,Correspondence Relating to the Employment of Margaret Robertson,1863-08-22,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Margaret Robertson at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516902,https://catalog.archives.gov/id/131516902,National Archives at Philadelphia,Correspondence Relating to the Employment of Acy Robinson,1863-08-11,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,1,Philadelphia (Pa.),This file unit consists of recommendations for employment of Acy Robinson at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516903,https://catalog.archives.gov/id/131516903,National Archives at Philadelphia,Correspondence Relating to the Employment of Eliza Robinson,1863-08-09,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Eliza Robinson at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516904,https://catalog.archives.gov/id/131516904,National Archives at Philadelphia,Correspondence Relating to the Employment of Martha Robinson,1863-07-28,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Martha Robinson at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516905,https://catalog.archives.gov/id/131516905,National Archives at Philadelphia,Correspondence Relating to the Employment of Rachel Rodarmel,1863-08-25,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,4,Philadelphia (Pa.),This file unit consists of recommendations for employment of Rachel Roadarmel at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
