"contributing repository -  this field can go, wasn't sure if might be needed","identifier","subject","spatial","full text",,,,,,,,,,,
"Haverford","http://tricontentdm.brynmawr.edu/cdm/ref/collection/HC_DigReq/id/19252","Douglass, S. M. (Sarah Mapps)| White, Rebecca| Hacker, Jeremiah| Polack, James| Poetry| Parents--Death| Women teachers| Faith and reason--Christianity| Across Racial Lines",,"[p. 1] Dear friend,
I send the promised extract from the “[Ulna?].” It will I think, interest you.
How are you today?  When I used to think of you this language of the poet seemed peculiarly adapted to you.
Thou, sheltered ‘neath a parent’s tireless care
The fondly loved, the theme of many prayer” Now my sympathizing spirit greets thine with this sad situation.
“Dove, when the Lord hath wounded,
Yet waiteth to revive.”  Great thy burden upon him, for in him there is a fullness (I know from blessed experience) that will supply all losses.  My mother was all the world to me, my cherished friend, my idol; yet God did so comfort me even, while my fingers served the [illegible] that way to cover her [precious?] head as she lay in the coffin that I [p. 2] could have sung aloud as he sweetly whispered in the ear of my soul “Beauty shall spring out of ashes and life out of the dust.”  He will comfort thee!
The Governor of the State visited us last week.  I watched him closely to see whether he had any heart for us; He was very respectful and polite but cold as an iceberg.  Every day I see clearer that there is no true honor but that which comes from God.  I had much rather had a visit from Jeremiah Hacker or Thomas [Wistat?] than from 10 such Governors.  
I send also, dear Rebecca, a short sketch of my Grandfather.  I thought it might amuse a lonely half-hour.  
After a week or so I will send one of the children for it.  Please present my kind regards to your sister. 
And believe me, in the truest, tenderest sympathy,
Your friend,
S. M. Douglass
5 Mo. 28. 55.
",,,,,,,,,,,
"Haverford","http://tricontentdm.brynmawr.edu/cdm/ref/collection/HC_DigReq/id/19259","Douglass, S. M. (Sarah Mapps), 1806-1882| White, Rebecca, -1906| Women teachers| Across Racial Lines",,"""[p.1]
Phila 3rd Mo. 27, 1876
Dear Rebecca, 
It has been very pleasant to me to sit beside thee so often, during the past winter. I only lament that my power of helping has been so small. Many times I should have turned away discouraged if I had not remembered the language of the poet, where he says
 “It matters not, in this little while
Whether we work, or watch, or wait; 
So we fill the place He assigns us,
Be its service small or great.”
For my share of the good dispensed I am truly
[p. 2]
thankful. I think Betsy Gardener’s testimony to the value of the precious texts given to the mothers from week to week from thy own collection of texts should strengthen and encourage thee, my dear friend. She said the texts learned at those meetings had taught her sweet lessons of love and forgiveness for those who had deeply wronged her; and who, before she came to those meetings she thought she must ever hate. There, in that schoolroom, seemed the place of meeting with her precious Saviour, the dearest spot on earth. O, blessed and happy they; permitted to bring about
[p. 3]
such holy interviews. Surely great will be their reward in a coming day.
I wanted to tell thee a little about myself. On the 11th of 11th Mo. 75 It was just 50 years since God called me to the [?] and honorable office of Teacher. It seemed on that day that my Heavenly Father was pleased to remember that I had [underlined]tried[/underlined], in much weakness to be sure, to be a faithful shepherdess to the lambs committed by Him to my keeping. On the morning of that day he graciously condescended to speak in the ear of my soul “Well done good and faithful servant,
[p.4]
thou hast been faithful in a little I will make thee ruler over more. Enter into the joy of thy Lord. There seems to be a spiritual [?] over me. The greeting surprised me, so unworthy did I feel myself to be. I carried with me the sweetness of it all day long, and for many days, I have many things to say to thee and yet, I cannot say them now. One thing I may say I feel unbounded gratitude to my Heavenly Father for my sweet quiet home. I have trials, but that are blessings in disguise. One of my old scholars, here on a visit from South Carolina, said 
[p.5]
that she heard a person remark, (alluding to my suffering from Rheumatism and my being [underlined]obliged [/underlined] to go out every day rain or shine,) “Mrs. Douglass is draging out a miserable existence” O, said I eagerly, how she is mistaken! A miserable existence indeed! When I am doing the will of God concerning me! Doing the [underlined]work[/underlined] I [underlined]love[/underlined]; doing it with all my heart and soul and mind and strength!! Finding my rich reward in knowing my record is on high I have thoroughly enjoyed 
[written in margins of page 5]
A deep feeling of thankfulness this afternoon for my home. “I thank thee Father that I live.”
 
[p. 6]
Teaching this autumn and winter. Going out morning by morning, leaning on the strong arm of my invisible friend and reaching my schoolroom with thanksgivings and praises in my heart and on my lips.
And now, my dear and precious friend, may “The grace of the Lord Jesus Christ, and the love of God and the communion of the Holy Ghost be with thee now and ever. Amen.
S. M. Douglass
4th Mo. 5. 75
[Written in the margins of page 6]
I hope your dear [?] is in her usual health. 
 
""",,,,,,,,,,,
"Haverford","http://tricontentdm.brynmawr.edu/cdm/ref/collection/HC_DigReq/id/19262","Douglass, S. M. (Sarah Mapps), 1806-1882| White, Rebecca, -1906| Funeral service| Parents--Death| Quaker women| Across Racial Lines",,"[p.1]
Dear friend, 
        I can truly sympathize with thee in thy sad bereavement having drank deep draught from the same bitter cup. O, may he who has wounded make whole; may he give you resignation to his blessed will, and enable you to realize that He is [underlined]more[/underlined] than Father or Mother. 
        When I stood beside the open grave of thy precious mother this language of scripture sounded very sweetly in my spiritual ear. “When the ear heard me [?] it blessed me, 
[p. 2]
and when the eye saw me, it gave witness to me, Because I delivered the poor that cried, and the fatherless, and him that had no helper. The blessing of him that was ready to perish came upon me and I caused the widow’s heart to sing for joy.” I [?] a few tears, not for her, but for the bereaved ones in the domestic circle and silently turned my steps homeward.
In tender sympathy I am thy friend.
S. M. Douglass
4 Mo. 11. 55. 
",,,,,,,,,,,
"Haverford","http://tricontentdm.brynmawr.edu/cdm/ref/collection/HC_DigReq/id/19265","Gurney, Eliza Paul, 1801-1881| Douglass, S. M. (Sarah Mapps), 1806-1882| White, Rebecca, -1906| Friendship| Quaker women|Sermons, American--Women authors| Across Racial Lines",,"10. Mo 1 1854.
 
Dear Rebecca,
        I suppose thou art now at home, and I trust greatly impressed by thy sojourn in the country.  
        I know thou hast felt tenderly for me in spiritual things and my heart prompts me to tell thee how I was feasted last third day at meeting.  I went in a humble sad and prayer-ful feeling spirit, craving oh, how earnestly, my Heavenly Father’s blessing.
        Eliza Gurney preached a comforting yet solemn awful searching sermon, a sermon to be remembered.  She spoke to various states and among the rest I was remembered.  Yes, had she said Sarah this is for thee I could not have felt
 
[p. 2]
It more truly mine.  Yes, the least and lowest of all that company was comforted; her poor  xx xxxx fed with the finest wheat, and that heart whose sorrowful language had so often been xxx man cares for my soul was made to rejoice before God, yea to exceedingly re-joice!  So deep was my emotion that I could scace refrain from sobbing aloud.  O, thought I, I may be well content to take a long walk and to sit behind every body, alone unnoticed by my fellow xxx where the King of Kings thus condescended to comfort me by his faithful messages!
        Dear R, if at any time thou should meet Eliza Gurney, do tell her how one poor solitary sorrowful soul was cheered by her visit.  Insignificant as I am, it may strengthen her where she is weak.  Affy. XXX D.
",,,,,,,,,,,
"Haverford","http://tricontentdm.brynmawr.edu/cdm/ref/collection/HC_DigReq/id/19270","Douglass, S. M. (Sarah Mapps), 1806-1882| White, Rebecca, -1906| Institute for Colored Youth (Philadelphia, Pa.)| Friendship| Quaker women| Women teachers| Women in medicine| Across Racial Lines","Philadelphia, Pennsylvania, United States 39.9431781, -75.1543827","Phila. 2nd mo. 9 1862.
 
My dear friend,
 
I feel thankful that we had so nice a meeting. After you left us the woman to whom Mrs. Richardson loaned “Hearts in Physiology” took apart the skull and hunted for the place where the eyestrings/muscles where [sic] fastened. She then explained several things connected with it quite satisfactorily to me, and to the wonder of her companions. Another woman told me that she had often felt what I described as coming from over-exertion. She said after washing all
 
[pg. 1]
 
And starching and hanging up till eleven o’ clock she had often at that late hour taken her sewing and awakened with her head ached and her eyes watered and yet she would persevere. Now she would rest herself and be better able to work next day.
 
I hope my lecture was simple enough to please dear Mrs. R. I believe there was only one big word in the middle and I qualified that [??] before it was fairly out. 
 
I am greatly encouraged to believe that a good work is begun. I seem to see that after a while a way will open for us
 
[pg. 2]
 
To visit them in their houses. Perhaps the time will come when we can go together; Thou, the “Lady Superintendent” and I (tho [sic] very unworthy) the “bible woman”
 
My heart goes out to the people with inexpressible longings for their present & everlasting good.
 
I feel unabated interest in my school.
 
I have been able by economy to purchase the beautiful print “Merry’s Dreams” for my school.
 
There it hangs looking beautifully, and inspiring my children with good pure holy thoughts; refining their taste and mending their hearts. One day I hope
 
[pg. 3]
 
Thou will come and hear them recite some sweet verses descriptive of it.
 
I have always thought that good, fine, engaging, illustrating moral, religious, and historical subjects were indispensable accessories [??] to teachers and [??] in the great work of education/
But I must stop here and say
 
Fare thee well.
 
Affy thine,
 
S.M. Douglass.
 
[p. 4]
 
 
",,,,,,,,,,,
"Haverford","http://tricontentdm.brynmawr.edu/cdm/ref/collection/HC_DigReq/id/19272","Douglass, S. M. (Sarah Mapps), 1806-1882| White, Rebecca, -1906| Friendship| Quaker women|  Across Racial Lines","Philadelphia, Pennsylvania, United States 39.952584, -75.165222","Phila 5 mo. 30 82.
 
“Insatiate archer could not one suffice!”
 
Again my dearly loved friend the tenderest sympathy is awakened in the heart of thy altogether unworthy friend. The helper of the helpless will be thy stay, and support I am certain then trust and fear not. 
S.M. Douglass
",,,,,,,,,,,
"Haverford","http://tricontentdm.brynmawr.edu/cdm/ref/collection/HC_DigReq/id/19276","Douglass, S. M. (Sarah Mapps), 1806-1882| White, Rebecca, -1906| Friendship| Quaker women|  Across Racial Lines","Philadelphia, Pennsylvania, United States 39.952584, -75.165222","Philada 12th mo 19th/58
 
Dear Rebecca
 
I thank thee for thy kind note and should have replied to it earlier, but I wished to send thee some record of my lecture. 
 
I had but a small [crowd?] say about twenty most those who attended last year having gone to the Anti-Slavery Fair. George Ellington and his wife and their daughter Rebecca were present.
 
[pg. 1]
 
Edith Ellington is an old friend of my precious mother. They said they were much interested. Their presence encouraged me much. 
 
Dear R, I can readily forgive thee for having lost the paper it was no fault of thine, and if it had been, I could as freely forgive it as now. I have no copy, but I hope it may turn up one day. 
 
I thank thee for thy kind invitation but I shall not be able to accept it, as I have too much to do to leave home at this time.
 
[pg. 2]
 
I heartily rejoice to hear that thy health is improving, and I hope one day to see thee in my school room. The employment chosen for me by my dearest Mother has been a great blessing to me. May I be thankful. The old year is rapidly passing away. How solemn the sound of his retreating footsteps! Grace forever! May the new year bring to thee and to me, dear friend, new joys by bringing us nearer to our Heavenly father and friend. 
 
Farethee well
Affy thine
S.M.D.
",,,,,,,,,,,
"Historical Society of Pennsylvania","HSP10445","National Woman's Party| Katzenstein, Caroline| Boissevain, Inez Milholland| Russell, Walter, 1871-1963| Russell, Lao, 1904-1988| Equality| Suffrage| Women political activists| Women--Societies and clubs| Women's rights| ",,,,,,,,,,,,,
"Historical Society of Pennsylvania","HSP10447","Pennsylvania Men's League for Woman Suffrage| Katzenstein, Caroline| Equality| Suffrage| Women's rights| ","230-234 West Washington Square, Farm Journal Building, Washington Square West, Philadelphia, Pennsylvania, United States| Pennsylvania, United States| 39.946305, -75.153799| 41.203322, -77.194525",,,,,,,,,,,,
"Historical Society of Pennsylvania","HSP10448","National Woman's Party| Katzenstein, Caroline| Wilson, Woodrow, 1856-1924| National Prohibition Party (U.S.)| Prohibition Party (U.S.)| Hughes, Charles Evans, 1862-1948| Socialist Party of the United States of America| Progressive Party (U.S. : 1912)| Equality| Suffrage| Women political activists| Women--Societies and clubs| Women's rights| ","21 Madison Place Northwest, Cameron House, Lafayette Square, Washington, DC, United States| 38.899495, -77.035151",,,,,,,,,,,,
"Historical Society of Pennsylvania","HSP13739","Pennsylvania Woman Suffrage Association| National Woman's Party| Equal Franchise Society| Katzenstein, Caroline| Haeseler, Conrad Frederick | Equality| Suffrage| Women political activists| Women--Societies and clubs| Women's rights| ","Chestnut and Juniper Sts., Hale Building, Center City, Philadelphia, Pennsylvania, United States| 35 South 9th St., Center City, Philadelphia, Pennsylvania, United States| 1326-1328 Chestnut Street, Penfield Building, Center City, Philadelphia, Pennsylvania, United States| 39.950727, -75.16281| 39.950326, -75.155389| 39.950348, -75.16301",,,,,,,,,,,,
"Historical Society of Pennsylvania","HSP1418","Davis, Emilie Frances| Joness| Cristy, Nellie/Nell| Sue| Heather| Father Raiss| Father Shepherd| Dellores, D.| Gorge, Jon| Jake| Gibbs| Mr. Gordner| Augustes| Theodore| James| Jones, Mary| Little Frank| Thomas, Sarah| | Across Racial Lines","Shiloh Baptist Church, S. 21st and Christian Streets, Philadelphia, Pennsylvania, United States| Bridesburg, Philadelphia, Pennsylvania, United States","[p. 1, cover]
DIARY 1863
 
[p. 2, left]
hgv-Ks
 
[p. 2, right]
Emilie
 
[p. 3, left]
[blank]
 
[p. 3, right]
Emily [handwritten]
Pocket Diary
For
1863.
CONTAINING [sic]
A BLANK SPACE FOR EVERY DAY, [sic]
CALENDAR, [sic]
RATES OF POSTAGE, &c. [sic]
[decorative mark]
PUBLISHED ANNUALLY [sic]
For The Trade.
1863.
 
[p. 4, left]
Counting=House Almanac.
1863.
[Calendar for 1863]
 
[p. 4, right]
LIST OF SUNDAYS [sic]
-IN- [sic]
The Year 1863.
[list of months and dates of Sundays]
 
[p. 5, left]
RATES OF POSTAGE [sic]
LETTERS [sic] not exceeding 1-2 ounce in weight, to any part of the United States, not over 3,000 miles 3 cents. If over 3,000 miles, 10 cents. (California and Oregon, 10 cents.) Letters weighing over 1-2 ounce, and not over 1 ounce, double these rates. Must be prepaid in all cases.
DROP LETTERS, [sic] 1 cent. May be prepaid or not.
ADVERTISED LETTERS [sic] 1 cent in addition to the regular rates.
VALUABLE LETTERS [sic] may be registered by application at the office of mailing, and the payment of a registration fee of 5 cents.
TO CANADA and other British North American Provinces, when not over 3,000 miles, 10 cents for each 1-2 oz. When over 3,000 miles, 15 cents. Prepayment optional.
TO GREAT BRITAIN [sic] or Ireland, 24 cents; but [if?] sent to or from California or Oregon, 29 cents. Prepayment optional.
LETTERS [sic] to other FOREIGN COUNTRIES [sic] vary in rate, according to the route by which they are sent, and the proper information can be obtained of any Postmaster in the United States.
NEWSPAPERS [sic], Periodicals, Unsealed Circulars, or other articles of printed matter (except Books), when sent to any part of the United States, and weighing not over 3 ounces, 1 cent, and for every additional ounce, or part thereof, 1 cent.
WEEKLY NEWSPAPERS [sic] (one copy only) sent to actual Subscribers within the County where printed and published, Free.
PRINTED BOOKS [sic], bound or unbound, not weighing over 4lbs., for any distance under 3,000 miles, 1 cent per oz.; over 3,000 miles, 2 cents per oz., prepaid.
DAGUERREOTYPES	 [sic] will be charged with letter postage.
PACKAGES [sic] of seeds or cuttings weighing not more than 8 oz., 1 cent per oz., if less than 1,500 miles; over 1,500 miles, 2 cents per oz.
NO PACKAGE [sic] will be forwarded (except Books) which weighs over 3 pounds.
 
[p. 5 right]
THURSDAY, JANUARY 1, 1863 [typescript]
To day has bin [sic] a memorable day and i [sic] thank god i have bin sperd [sic] to see it the day [strikethrough][illegible][/strikethrough] was religously [sic] observed all the churches were open we had quite a Jubilee in the evens [evening?] i went to Joness [sic] to a party had a very pleas FRIDAY 2 [typescript] ent [sic] time
 
Beautiful day Nellie was up and spend part of the day realling [reading?] was here Nellie had an engagement and had to go home i stayed home a few minutes the girls were SATURDAY 3 [typescript] all there very Pleasent [sic] this morning [illegible] all day reading and [his?] were her [here] to service i went down home to see if father had [illegible] and was [illegible] away when
 
[Stopped transcription because of Villanova site davisdiaries.villanova.edu]
",,,,,,,,,,,
"Historical Society of Pennsylvania","HSP14593","Philanthropy or self-determination",,,,,,,,,,,,,
"Historical Society of Pennsylvania","HSP14595","Philanthropy or self-determination",,,,,,,,,,,,,
"Historical Society of Pennsylvania","HSP14597","Philanthropy or self-determination",,,,,,,,,,,,,
"Historical Society of Pennsylvania","HSP14600","Philanthropy or self-determination",,,,,,,,,,,,,
"Historical Society of Pennsylvania","HSP14603","Philanthropy or self-determination",,,,,,,,,,,,,
"Historical Society of Pennsylvania","HSP14616","Across Racial Lines",,,,,,,,,,,,,
"Historical Society of Pennsylvania","HSP14653","Across Racial Lines",,,,,,,,,,,,,
"Historical Society of Pennsylvania","HSP14655","Across Racial Lines",,,,,,,,,,,,,
"Historical Society of Pennsylvania","HSP14676","Across Racial Lines",,,,,,,,,,,,,
"Historical Society of Pennsylvania","HSP14687","Across Racial Lines",,,,,,,,,,,,,
"Historical Society of Pennsylvania","HSP14692","Across Racial Lines",,,,,,,,,,,,,
"Historical Society of Pennsylvania","HSP14704","Across Racial Lines",,,,,,,,,,,,,
"Historical Society of Pennsylvania","HSP4963","Davis, Emilie Frances| J. Gladding & Son| Ellen| Gibbs| Cristy, Nellie ""Nell""| Sue| Vincent| Peirce, Mary| White| Jones| Lively| Harriss| John| Jane| Fairbank| Ellen| Brown, Hannah| Farbaux| Eliza| Robisson, Belle| Thomas| Derrickson| Frank| Martin| Smith, John| Johnes| Olstin| Jontson| Duglass [sic.], Fredrick| Sismson, John| Foster| Wilson, Mary| Lizzie| Simson| Rachel| Tom| Greely, Horace| J.C.| Proyder, Mary| Shim, Sarah| Thomas, Sarah| E.J.| Jones       | ","Shiloh Baptist Church, S. 21st and Christian Streets, Philadelphia, Pennsylvania, United States| Harrisburg, Pennsylvania| Torny| Richmond| Germantown",,,,,,,,,,,,
"Historical Society of Pennsylvania","HSP5863","Wright, Samuel H.| Davis, Emilie Frances| Thomas, Sarah| Cristy, Nellie| Elwood| Stanford| Jones, Mary| Johny [sic.]| Gibbs| John| Seymour, Charles| Wiiliams, Mary| Gracen| Robert| Helves, Alfred| E.J.| ",,,,,,,,,,,,,
"Historical Society of Pennsylvania","HSP8791","Madeira, Edith, 1865-1951| American National Red Cross. Nursing Service| Johns Hopkins Hospital. School of Nursing| Church of the Holy Sepulchre (Jerusalem)| American Red Cross. Military and Social Services| American Red Cross| Delano, Jane A., 1862-1919| American Committee for Armenian and Syrian Relief| Allenby, Edmund Henry Hynman Allenby, Viscount, 1861-1936 | World War (1914-1918)| Women nurses| Women in medicine| Women and war| War work| Nursing| Medicine| Refugees--Services for| Voyages and travels| Medical women","Kandy, Sri Lanka| Palestine| Bethlehem, Palestine, West Bank| Tiberias, Israel, Northern District| Cape Town, South Africa, Western Cape| Suez Canal, Egypt| Port Said, Egypt| Durban, South Africa, KwaZulu-Natal| Beira, Mozambique 7.1743, 80.388| 31.5517, 35.1211| 31.4642, 35.1347| 31.4217, 35.1213| 32.4731, 35.3152| 33.5533, 18.2523| 29.5553, 32.3346| 31.1523, 32.172| 29.5128, 31.145| 19.5037, 34.5020| ",,,,,,,,,,,,
