identifier,digital resource locator,contributing repository,title,date created (W3CDTF),"date created (human readable, for approximate dates)",creator,rights,language,subject,type,extent,spatial,description,publisher,isPartOf,full text available (y/n)?,local data 1,local data 2,local data 3
Per-W02_v4_n5,https://omeka.chrc-phila.org/items/show/8144,Catholic Historical Research Center,"Woman's Progress in Literature, Science, Art, Education and Politics, Vol 4 No. 5, Apr. 1895.",1895-04,,"Campbell, Sarah Jane, 1844-1928.","Public Domain: We believe this material to be in the public domain and free of known restrictions under copyright law, including all related and neighboring rights. While CHRC claims no rights or authority over this material, we do ask that any publication or use of this material cite CHRC as the source of the images and the repository where the original documents can be found.",eng,Women | Periodicals | Women in literature | Suffrage | Catholic women,text,44 pages,Philadelphia (Pa.),"Periodical that sought to be a high class monthly magazine devoted to the best interests of Women. Its goal was to keep women informed of the various opportunities that are open to them; of their political status in different parts of the world; and of their work in Literature, Art, Science and Education.",Woman's Progress Co.,"Periodical collection, CHRC",,,,
Per-W02_v4_n6,https://omeka.chrc-phila.org/items/show/8145,Catholic Historical Research Center,"Woman's Progress in Literature, Science, Art, Education and Politics, Vol 4 No. 6, May 1895.",1895-05,,"Campbell, Sarah Jane, 1844-1928.","Public Domain: We believe this material to be in the public domain and free of known restrictions under copyright law, including all related and neighboring rights. While CHRC claims no rights or authority over this material, we do ask that any publication or use of this material cite CHRC as the source of the images and the repository where the original documents can be found.",eng,Women | Periodicals | Women in literature | Suffrage | Catholic women,text,50 pages,Philadelphia (Pa.),"Periodical that sought to be a high class monthly magazine devoted to the best interests of Women. Its goal was to keep women informed of the various opportunities that are open to them; of their political status in different parts of the world; and of their work in Literature, Art, Science and Education.",Woman's Progress Co.,"Periodical collection, CHRC",,,,
Per-W02_v5_n1,https://omeka.chrc-phila.org/items/show/8146,Catholic Historical Research Center,"Woman's Progress in Literature, Science, Art, Education and Politics, Vol 5 No. 1, June 1895.",1895-06,,"Campbell, Sarah Jane, 1844-1928.","Public Domain: We believe this material to be in the public domain and free of known restrictions under copyright law, including all related and neighboring rights. While CHRC claims no rights or authority over this material, we do ask that any publication or use of this material cite CHRC as the source of the images and the repository where the original documents can be found.",eng,Women | Periodicals | Women in literature | Suffrage | Catholic women,text,46 pages,Philadelphia (Pa.),"Periodical that sought to be a high class monthly magazine devoted to the best interests of Women. Its goal was to keep women informed of the various opportunities that are open to them; of their political status in different parts of the world; and of their work in Literature, Art, Science and Education.",Woman's Progress Co.,"Periodical collection, CHRC",,,,
Per-W02_v5_n2,https://omeka.chrc-phila.org/items/show/8147,Catholic Historical Research Center,"Woman's Progress in Literature, Science, Art, Education and Politics, Vol 5 No. 2, Sept. 1895",1895-09,,"Campbell, Sarah Jane, 1844-1928.","Public Domain: We believe this material to be in the public domain and free of known restrictions under copyright law, including all related and neighboring rights. While CHRC claims no rights or authority over this material, we do ask that any publication or use of this material cite CHRC as the source of the images and the repository where the original documents can be found.",eng,Women | Periodicals | Women in literature | Suffrage | Catholic women,text,48 pages,Philadelphia (Pa.),"Periodical that sought to be a high class monthly magazine devoted to the best interests of Women. Its goal was to keep women informed of the various opportunities that are open to them; of their political status in different parts of the world; and of their work in Literature, Art, Science and Education.",Woman's Progress Co.,"Periodical collection, CHRC",,,,
Per-W02_v5_n3,https://omeka.chrc-phila.org/items/show/8148,Catholic Historical Research Center,"Woman's Progress in Literature, Science, Art, Education and Politics, Vol 5 No. 3, Oct. 1895.",1895-10,,"Campbell, Sarah Jane, 1844-1928.","Public Domain: We believe this material to be in the public domain and free of known restrictions under copyright law, including all related and neighboring rights. While CHRC claims no rights or authority over this material, we do ask that any publication or use of this material cite CHRC as the source of the images and the repository where the original documents can be found.",eng,Women | Periodicals | Women in literature | Suffrage | Catholic women,text,46 pages,Philadelphia (Pa.),"Periodical that sought to be a high class monthly magazine devoted to the best interests of Women. Its goal was to keep women informed of the various opportunities that are open to them; of their political status in different parts of the world; and of their work in Literature, Art, Science and Education.",Woman's Progress Co.,"Periodical collection, CHRC",,,,
Per-W02_v5_n4,https://omeka.chrc-phila.org/items/show/8149,Catholic Historical Research Center,"Woman's Progress in Literature, Science, Art, Education and Politics, Vol 5 No. 4, Nov. 1895.",1895-11,,"Campbell, Sarah Jane, 1844-1928.","Public Domain: We believe this material to be in the public domain and free of known restrictions under copyright law, including all related and neighboring rights. While CHRC claims no rights or authority over this material, we do ask that any publication or use of this material cite CHRC as the source of the images and the repository where the original documents can be found.",eng,Women | Periodicals | Women in literature | Suffrage | Catholic women,text,46 pages,Philadelphia (Pa.),"Periodical that sought to be a high class monthly magazine devoted to the best interests of Women. Its goal was to keep women informed of the various opportunities that are open to them; of their political status in different parts of the world; and of their work in Literature, Art, Science and Education.",Woman's Progress Co.,"Periodical collection, CHRC",,,,
Per-W02_v5_n5,https://omeka.chrc-phila.org/items/show/8150,Catholic Historical Research Center,"Woman's Progress in Literature, Science, Art, Education and Politics, Vol 5 No. 5, Dec. 1895",1895-12,,"Campbell, Sarah Jane, 1844-1928.","Public Domain: We believe this material to be in the public domain and free of known restrictions under copyright law, including all related and neighboring rights. While CHRC claims no rights or authority over this material, we do ask that any publication or use of this material cite CHRC as the source of the images and the repository where the original documents can be found.",eng,Women | Periodicals | Women in literature | Suffrage | Catholic women,text,46 pages,Philadelphia (Pa.),"Periodical that sought to be a high class monthly magazine devoted to the best interests of Women. Its goal was to keep women informed of the various opportunities that are open to them; of their political status in different parts of the world; and of their work in Literature, Art, Science and Education.",Woman's Progress Co.,"Periodical collection, CHRC",,,,
Per-W02_v5_n6,https://omeka.chrc-phila.org/items/show/8151,Catholic Historical Research Center,"Woman's Progress in Literature, Science, Art, Education and Politics, Vol 5 No. 6, Jan. 1896.",1896-01,,"Campbell, Sarah Jane, 1844-1928.","Public Domain: We believe this material to be in the public domain and free of known restrictions under copyright law, including all related and neighboring rights. While CHRC claims no rights or authority over this material, we do ask that any publication or use of this material cite CHRC as the source of the images and the repository where the original documents can be found.",eng,Women | Periodicals | Women in literature | Suffrage | Catholic women,text,46 pages,Philadelphia (Pa.),"Periodical that sought to be a high class monthly magazine devoted to the best interests of Women. Its goal was to keep women informed of the various opportunities that are open to them; of their political status in different parts of the world; and of their work in Literature, Art, Science and Education.",Woman's Progress Co.,"Periodical collection, CHRC",,,,
Per-W02_v6_n1,https://omeka.chrc-phila.org/items/show/8152,Catholic Historical Research Center,"Woman's Progress in Literature, Science, Art, Education and Politics, Vol 6 No. 1, Feb. 1896.",1896-02,,"Campbell, Sarah Jane, 1844-1928.","Public Domain: We believe this material to be in the public domain and free of known restrictions under copyright law, including all related and neighboring rights. While CHRC claims no rights or authority over this material, we do ask that any publication or use of this material cite CHRC as the source of the images and the repository where the original documents can be found.",eng,Women | Periodicals | Women in literature | Suffrage | Catholic women,text,54 pages,Philadelphia (Pa.),"Periodical that sought to be a high class monthly magazine devoted to the best interests of Women. Its goal was to keep women informed of the various opportunities that are open to them; of their political status in different parts of the world; and of their work in Literature, Art, Science and Education.",Woman's Progress Co.,"Periodical collection, CHRC",,,,
Per-W02_v6_n2,https://omeka.chrc-phila.org/items/show/8153,Catholic Historical Research Center,"Woman's Progress in Literature, Science, Art, Education and Politics, Vol 6 No. 2, March 1896.",1896-03,,"Campbell, Sarah Jane, 1844-1928.","Public Domain: We believe this material to be in the public domain and free of known restrictions under copyright law, including all related and neighboring rights. While CHRC claims no rights or authority over this material, we do ask that any publication or use of this material cite CHRC as the source of the images and the repository where the original documents can be found.",eng,Women | Periodicals | Women in literature | Suffrage | Catholic women,text,50 pages,Philadelphia (Pa.),"Periodical that sought to be a high class monthly magazine devoted to the best interests of Women. Its goal was to keep women informed of the various opportunities that are open to them; of their political status in different parts of the world; and of their work in Literature, Art, Science and Education.",Woman's Progress Co.,"Periodical collection, CHRC",,,,
